target_id,model_name,run_name,mutant_id,killed,n_killing_tests,eligible_test_count,trivial
chart_1f_clipLine__line62_141,llama3.1:8b,batch04__Chart_1__clipLine__chart_1f_clipLine_line62,m03,1,1,3,False
chart_1f_clipLine__line62_141,llama3.1:8b,batch04__Chart_1__clipLine__chart_1f_clipLine_line62,m04,0,0,3,n/a
chart_1f_clipLine__line62_141,llama3.1:8b,batch04__Chart_1__clipLine__chart_1f_clipLine_line62,m05,1,1,3,False
chart_1f_clipLine__line62_141,llama3.1:8b,batch04__Chart_1__clipLine__chart_1f_clipLine_line62,m06,1,1,3,False
chart_1f_clipLine__line62_141,llama3.1:8b,batch04__Chart_1__clipLine__chart_1f_clipLine_line62,m07,0,0,3,n/a
chart_1f_clipLine__line62_141,llama3.1:8b,batch04__Chart_1__clipLine__chart_1f_clipLine_line62,m08,1,1,3,False
chart_1f_readResolve__line213_291,llama3.1:8b,batch04__Chart_1__readResolve__chart_1f_readResolve_line213,m01,0,0,69,n/a
chart_1f_readResolve__line213_291,llama3.1:8b,batch04__Chart_1__readResolve__chart_1f_readResolve_line213,m02,1,3,69,False
chart_1f_readResolve__line213_291,llama3.1:8b,batch04__Chart_1__readResolve__chart_1f_readResolve_line213,m03,1,3,69,False
chart_1f_readResolve__line213_291,llama3.1:8b,batch04__Chart_1__readResolve__chart_1f_readResolve_line213,m05,1,63,69,False
chart_1f_readResolve__line213_291,llama3.1:8b,batch04__Chart_1__readResolve__chart_1f_readResolve_line213,m06,0,0,69,n/a
chart_1f_readResolve__line213_291,llama3.1:8b,batch04__Chart_1__readResolve__chart_1f_readResolve_line213,m07,1,3,69,False
chart_20f_addSWTListener__line1460_1488,llama3.1:8b,batch04__Chart_20__addSWTListener__chart_20f_addSWTListener_line1460,m01,0,0,1,n/a
chart_20f_addSWTListener__line1460_1488,llama3.1:8b,batch04__Chart_20__addSWTListener__chart_20f_addSWTListener_line1460,m02,0,0,1,n/a
chart_20f_addSWTListener__line1460_1488,llama3.1:8b,batch04__Chart_20__addSWTListener__chart_20f_addSWTListener_line1460,m03,0,0,1,n/a
chart_20f_addSWTListener__line1460_1488,llama3.1:8b,batch04__Chart_20__addSWTListener__chart_20f_addSWTListener_line1460,m05,0,0,1,n/a
chart_20f_addSWTListener__line1460_1488,llama3.1:8b,batch04__Chart_20__addSWTListener__chart_20f_addSWTListener_line1460,m06,0,0,1,n/a
chart_20f_addSWTListener__line1460_1488,llama3.1:8b,batch04__Chart_20__addSWTListener__chart_20f_addSWTListener_line1460,m08,0,0,1,n/a
chart_20f_widgetSelected__line1386_1433,llama3.1:8b,batch04__Chart_20__widgetSelected__chart_20f_widgetSelected_line1386,m01,0,0,1,n/a
chart_20f_widgetSelected__line1386_1433,llama3.1:8b,batch04__Chart_20__widgetSelected__chart_20f_widgetSelected_line1386,m02,0,0,1,n/a
chart_20f_widgetSelected__line1386_1433,llama3.1:8b,batch04__Chart_20__widgetSelected__chart_20f_widgetSelected_line1386,m05,0,0,1,n/a
chart_20f_widgetSelected__line1386_1433,llama3.1:8b,batch04__Chart_20__widgetSelected__chart_20f_widgetSelected_line1386,m06,0,0,1,n/a
chart_20f_widgetSelected__line1386_1433,llama3.1:8b,batch04__Chart_20__widgetSelected__chart_20f_widgetSelected_line1386,m07,0,0,1,n/a
chart_20f_widgetSelected__line1386_1433,llama3.1:8b,batch04__Chart_20__widgetSelected__chart_20f_widgetSelected_line1386,m08,0,0,1,n/a
chart_26f_drawAxisLine__line517_606,llama3.1:8b,batch04__Chart_26__drawAxisLine__chart_26f_drawAxisLine_line517,m01,0,0,42,n/a
chart_26f_drawAxisLine__line517_606,llama3.1:8b,batch04__Chart_26__drawAxisLine__chart_26f_drawAxisLine_line517,m02,0,0,42,n/a
chart_26f_drawAxisLine__line517_606,llama3.1:8b,batch04__Chart_26__drawAxisLine__chart_26f_drawAxisLine_line517,m08,0,0,42,n/a
chart_4f_deriveRotationAnchorOffsets__line686_768,llama3.1:8b,batch04__Chart_4__deriveRotationAnchorOffsets__chart_4f_deriveRotationAnchorOffsets_line686,m01,1,65,65,False
chart_4f_deriveRotationAnchorOffsets__line686_768,llama3.1:8b,batch04__Chart_4__deriveRotationAnchorOffsets__chart_4f_deriveRotationAnchorOffsets_line686,m02,1,65,65,False
chart_4f_deriveRotationAnchorOffsets__line686_768,llama3.1:8b,batch04__Chart_4__deriveRotationAnchorOffsets__chart_4f_deriveRotationAnchorOffsets_line686,m04,0,0,65,n/a
chart_4f_deriveRotationAnchorOffsets__line686_768,llama3.1:8b,batch04__Chart_4__deriveRotationAnchorOffsets__chart_4f_deriveRotationAnchorOffsets_line686,m05,0,0,65,n/a
chart_4f_deriveRotationAnchorOffsets__line686_768,llama3.1:8b,batch04__Chart_4__deriveRotationAnchorOffsets__chart_4f_deriveRotationAnchorOffsets_line686,m06,0,0,65,n/a
chart_4f_deriveRotationAnchorOffsets__line686_768,llama3.1:8b,batch04__Chart_4__deriveRotationAnchorOffsets__chart_4f_deriveRotationAnchorOffsets_line686,m07,0,0,65,n/a
chart_4f_deriveTextBoundsAnchorOffsets__line599_673,llama3.1:8b,batch04__Chart_4__deriveTextBoundsAnchorOffsets__chart_4f_deriveTextBoundsAnchorOffsets_line599,m03,0,0,70,n/a
chart_4f_deriveTextBoundsAnchorOffsets__line599_673,llama3.1:8b,batch04__Chart_4__deriveTextBoundsAnchorOffsets__chart_4f_deriveTextBoundsAnchorOffsets_line599,m04,0,0,70,n/a
chart_4f_deriveTextBoundsAnchorOffsets__line599_673,llama3.1:8b,batch04__Chart_4__deriveTextBoundsAnchorOffsets__chart_4f_deriveTextBoundsAnchorOffsets_line599,m05,0,0,70,n/a
chart_4f_deriveTextBoundsAnchorOffsets__line599_673,llama3.1:8b,batch04__Chart_4__deriveTextBoundsAnchorOffsets__chart_4f_deriveTextBoundsAnchorOffsets_line599,m07,1,70,70,False
chart_4f_deriveTextBoundsAnchorOffsets__line599_673,llama3.1:8b,batch04__Chart_4__deriveTextBoundsAnchorOffsets__chart_4f_deriveTextBoundsAnchorOffsets_line599,m08,0,0,70,n/a
chart_6f_equals__line1488_1582,llama3.1:8b,batch04__Chart_6__equals__chart_6f_equals_line1488,m01,0,0,3,n/a
chart_6f_equals__line1488_1582,llama3.1:8b,batch04__Chart_6__equals__chart_6f_equals_line1488,m06,1,3,3,False
chart_6f_equals__line1488_1582,llama3.1:8b,batch04__Chart_6__equals__chart_6f_equals_line1488,m08,1,3,3,False
cli_1f_findWrapPos__line789_833,llama3.1:8b,batch04__Cli_1__findWrapPos__cli_1f_findWrapPos_line789,m02,1,7,7,False
cli_1f_findWrapPos__line789_833,llama3.1:8b,batch04__Cli_1__findWrapPos__cli_1f_findWrapPos_line789,m03,1,1,7,False
cli_1f_findWrapPos__line789_833,llama3.1:8b,batch04__Cli_1__findWrapPos__cli_1f_findWrapPos_line789,m05,0,0,7,n/a
cli_1f_findWrapPos__line789_833,llama3.1:8b,batch04__Cli_1__findWrapPos__cli_1f_findWrapPos_line789,m07,0,0,7,n/a
cli_1f_parse__line129_220,llama3.1:8b,batch04__Cli_1__parse__cli_1f_parse_line129,m01,1,66,74,False
cli_1f_parse__line129_220,llama3.1:8b,batch04__Cli_1__parse__cli_1f_parse_line129,m02,1,5,74,False
cli_1f_parse__line129_220,llama3.1:8b,batch04__Cli_1__parse__cli_1f_parse_line129,m03,0,0,74,n/a
cli_1f_parse__line129_220,llama3.1:8b,batch04__Cli_1__parse__cli_1f_parse_line129,m04,1,2,74,False
cli_1f_parse__line129_220,llama3.1:8b,batch04__Cli_1__parse__cli_1f_parse_line129,m05,1,1,74,False
cli_1f_parse__line129_220,llama3.1:8b,batch04__Cli_1__parse__cli_1f_parse_line129,m06,1,64,74,False
cli_1f_parse__line129_220,llama3.1:8b,batch04__Cli_1__parse__cli_1f_parse_line129,m07,1,14,74,False
cli_1f_parse__line129_220,llama3.1:8b,batch04__Cli_1__parse__cli_1f_parse_line129,m08,1,38,74,False
cli_30f_createValue__line60_102,llama3.1:8b,batch04__Cli_30__createValue__cli_30f_createValue_line60,m01,0,0,6,n/a
cli_30f_createValue__line60_102,llama3.1:8b,batch04__Cli_30__createValue__cli_30f_createValue_line60,m04,0,0,6,n/a
cli_30f_processProperties__line252_305,llama3.1:8b,batch04__Cli_30__processProperties__cli_30f_processProperties_line252,m01,1,62,64,False
cli_30f_processProperties__line252_305,llama3.1:8b,batch04__Cli_30__processProperties__cli_30f_processProperties_line252,m03,0,0,64,n/a
cli_30f_processProperties__line252_305,llama3.1:8b,batch04__Cli_30__processProperties__cli_30f_processProperties_line252,m05,0,0,64,n/a
cli_30f_processProperties__line252_305,llama3.1:8b,batch04__Cli_30__processProperties__cli_30f_processProperties_line252,m06,1,1,64,False
cli_30f_processProperties__line252_305,llama3.1:8b,batch04__Cli_30__processProperties__cli_30f_processProperties_line252,m08,0,0,64,n/a
cli_3f_createValue__line59_101,llama3.1:8b,batch04__Cli_3__createValue__cli_3f_createValue_line59,m01,0,0,1,n/a
cli_3f_createValue__line59_101,llama3.1:8b,batch04__Cli_3__createValue__cli_3f_createValue_line59,m02,1,1,1,False
cli_3f_createValue__line59_101,llama3.1:8b,batch04__Cli_3__createValue__cli_3f_createValue_line59,m03,0,0,1,n/a
cli_3f_createValue__line59_101,llama3.1:8b,batch04__Cli_3__createValue__cli_3f_createValue_line59,m05,1,1,1,False
cli_3f_createValue__line59_101,llama3.1:8b,batch04__Cli_3__createValue__cli_3f_createValue_line59,m07,1,1,1,False
cli_40f_parse__line144_244,llama3.1:8b,batch04__Cli_40__parse__cli_40f_parse_line144,m01,1,1,81,False
cli_40f_parse__line144_244,llama3.1:8b,batch04__Cli_40__parse__cli_40f_parse_line144,m03,1,77,81,False
cli_40f_parse__line144_244,llama3.1:8b,batch04__Cli_40__parse__cli_40f_parse_line144,m04,0,0,81,n/a
cli_40f_parse__line144_244,llama3.1:8b,batch04__Cli_40__parse__cli_40f_parse_line144,m08,1,81,81,True
cli_7f_appendUsage__line258_320,llama3.1:8b,batch04__Cli_7__appendUsage__cli_7f_appendUsage_line258,m03,0,0,27,n/a
cli_7f_appendUsage__line258_320,llama3.1:8b,batch04__Cli_7__appendUsage__cli_7f_appendUsage_line258,m06,0,0,27,n/a
cli_7f_appendUsage__line258_320,llama3.1:8b,batch04__Cli_7__appendUsage__cli_7f_appendUsage_line258,m08,1,13,27,False
cli_7f_process__line156_235,llama3.1:8b,batch04__Cli_7__process__cli_7f_process_line156,m02,0,0,32,n/a
cli_7f_process__line156_235,llama3.1:8b,batch04__Cli_7__process__cli_7f_process_line156,m03,1,22,32,False
cli_7f_process__line156_235,llama3.1:8b,batch04__Cli_7__process__cli_7f_process_line156,m05,1,9,32,False
cli_7f_process__line156_235,llama3.1:8b,batch04__Cli_7__process__cli_7f_process_line156,m06,1,11,32,False
cli_7f_process__line156_235,llama3.1:8b,batch04__Cli_7__process__cli_7f_process_line156,m07,1,15,32,False
cli_7f_process__line156_235,llama3.1:8b,batch04__Cli_7__process__cli_7f_process_line156,m08,0,0,32,n/a
cli_7f_wrap__line340_438,llama3.1:8b,batch04__Cli_7__wrap__cli_7f_wrap_line340,m06,1,13,26,False
closure_125f_precedenceWithDefault__line1179_1254,llama3.1:8b,batch04__Closure_125__precedenceWithDefault__closure_125f_precedenceWithDefault_line1179,m02,1,1674,3533,False
closure_125f_precedenceWithDefault__line1179_1254,llama3.1:8b,batch04__Closure_125__precedenceWithDefault__closure_125f_precedenceWithDefault_line1179,m03,1,117,3533,False
closure_125f_precedenceWithDefault__line1179_1254,llama3.1:8b,batch04__Closure_125__precedenceWithDefault__closure_125f_precedenceWithDefault_line1179,m05,1,3516,3533,False
closure_1f_biggestPowerTen__line180_277,llama3.1:8b,batch04__Closure_1__biggestPowerTen__closure_1f_biggestPowerTen_line180,m01,0,0,1,n/a
closure_1f_biggestPowerTen__line180_277,llama3.1:8b,batch04__Closure_1__biggestPowerTen__closure_1f_biggestPowerTen_line180,m03,0,0,1,n/a
closure_1f_biggestPowerTen__line180_277,llama3.1:8b,batch04__Closure_1__biggestPowerTen__closure_1f_biggestPowerTen_line180,m04,0,0,1,n/a
closure_44f_bytecodeName__line179_262,llama3.1:8b,batch04__Closure_44__bytecodeName__closure_44f_bytecodeName_line179,m01,0,0,1,n/a
closure_44f_bytecodeName__line179_262,llama3.1:8b,batch04__Closure_44__bytecodeName__closure_44f_bytecodeName_line179,m02,0,0,1,n/a
closure_44f_bytecodeName__line179_262,llama3.1:8b,batch04__Closure_44__bytecodeName__closure_44f_bytecodeName_line179,m03,0,0,1,n/a
closure_44f_bytecodeName__line179_262,llama3.1:8b,batch04__Closure_44__bytecodeName__closure_44f_bytecodeName_line179,m04,0,0,1,n/a
closure_44f_bytecodeName__line179_262,llama3.1:8b,batch04__Closure_44__bytecodeName__closure_44f_bytecodeName_line179,m07,0,0,1,n/a
closure_44f_findInstanceIdInfo__line139_191,llama3.1:8b,batch04__Closure_44__findInstanceIdInfo__closure_44f_findInstanceIdInfo_line139,m02,0,0,1,n/a
closure_44f_findInstanceIdInfo__line139_191,llama3.1:8b,batch04__Closure_44__findInstanceIdInfo__closure_44f_findInstanceIdInfo_line139,m07,0,0,1,n/a
closure_44f_findInstanceIdInfo__line139_191,llama3.1:8b,batch04__Closure_44__findInstanceIdInfo__closure_44f_findInstanceIdInfo_line139,m08,0,0,1,n/a
closure_44f_findPrototypeId__line459_537,llama3.1:8b,batch04__Closure_44__findPrototypeId__closure_44f_findPrototypeId_line459,m01,0,0,1,n/a
closure_44f_findPrototypeId__line459_537,llama3.1:8b,batch04__Closure_44__findPrototypeId__closure_44f_findPrototypeId_line459,m02,0,0,1,n/a
closure_44f_findPrototypeId__line459_537,llama3.1:8b,batch04__Closure_44__findPrototypeId__closure_44f_findPrototypeId_line459,m03,0,0,1,n/a
closure_44f_findPrototypeId__line459_537,llama3.1:8b,batch04__Closure_44__findPrototypeId__closure_44f_findPrototypeId_line459,m04,0,0,1,n/a
closure_44f_findPrototypeId__line459_537,llama3.1:8b,batch04__Closure_44__findPrototypeId__closure_44f_findPrototypeId_line459,m05,0,0,1,n/a
closure_44f_findPrototypeId__line459_537,llama3.1:8b,batch04__Closure_44__findPrototypeId__closure_44f_findPrototypeId_line459,m06,0,0,1,n/a
closure_44f_findPrototypeId__line459_537,llama3.1:8b,batch04__Closure_44__findPrototypeId__closure_44f_findPrototypeId_line459,m07,0,0,1,n/a
closure_44f_findPrototypeId__line459_537,llama3.1:8b,batch04__Closure_44__findPrototypeId__closure_44f_findPrototypeId_line459,m08,0,0,1,n/a
closure_46f_mayBeExpression__line487_559,llama3.1:8b,batch04__Closure_46__mayBeExpression__closure_46f_mayBeExpression_line487,m01,0,0,100,n/a
codec_13f_encode__line385_469,llama3.1:8b,batch04__Codec_13__encode__codec_13f_encode_line385,m02,1,3,13,False
codec_13f_encode__line385_469,llama3.1:8b,batch04__Codec_13__encode__codec_13f_encode_line385,m03,1,1,13,False
codec_13f_encode__line385_469,llama3.1:8b,batch04__Codec_13__encode__codec_13f_encode_line385,m07,1,13,13,True
codec_13f_handleG__line408_461,llama3.1:8b,batch04__Codec_13__handleG__codec_13f_handleG_line408,m01,1,4,5,False
codec_13f_handleG__line408_461,llama3.1:8b,batch04__Codec_13__handleG__codec_13f_handleG_line408,m02,1,2,5,False
codec_13f_handleG__line408_461,llama3.1:8b,batch04__Codec_13__handleG__codec_13f_handleG_line408,m03,1,2,5,False
codec_13f_handleG__line408_461,llama3.1:8b,batch04__Codec_13__handleG__codec_13f_handleG_line408,m04,1,3,5,False
codec_13f_handleG__line408_461,llama3.1:8b,batch04__Codec_13__handleG__codec_13f_handleG_line408,m05,1,1,5,False
codec_13f_handleG__line408_461,llama3.1:8b,batch04__Codec_13__handleG__codec_13f_handleG_line408,m06,1,3,5,False
codec_13f_handleG__line408_461,llama3.1:8b,batch04__Codec_13__handleG__codec_13f_handleG_line408,m07,1,2,5,False
codec_13f_handleS__line597_642,llama3.1:8b,batch04__Codec_13__handleS__codec_13f_handleS_line597,m01,1,2,8,False
codec_13f_handleS__line597_642,llama3.1:8b,batch04__Codec_13__handleS__codec_13f_handleS_line597,m04,1,2,8,False
codec_13f_handleS__line597_642,llama3.1:8b,batch04__Codec_13__handleS__codec_13f_handleS_line597,m05,0,0,8,n/a
codec_13f_handleS__line597_642,llama3.1:8b,batch04__Codec_13__handleS__codec_13f_handleS_line597,m06,1,3,8,False
codec_13f_handleS__line597_642,llama3.1:8b,batch04__Codec_13__handleS__codec_13f_handleS_line597,m07,0,0,8,n/a
codec_13f_handleS__line597_642,llama3.1:8b,batch04__Codec_13__handleS__codec_13f_handleS_line597,m08,1,6,8,False
codec_1f_handleC__line281_330,llama3.1:8b,batch04__Codec_1__handleC__codec_1f_handleC_line281,m01,0,0,4,n/a
codec_1f_handleC__line281_330,llama3.1:8b,batch04__Codec_1__handleC__codec_1f_handleC_line281,m02,1,1,4,False
codec_1f_handleC__line281_330,llama3.1:8b,batch04__Codec_1__handleC__codec_1f_handleC_line281,m05,0,0,4,n/a
codec_1f_handleC__line281_330,llama3.1:8b,batch04__Codec_1__handleC__codec_1f_handleC_line281,m08,0,0,4,n/a
codec_1f_handleJ__line526_556,llama3.1:8b,batch04__Codec_1__handleJ__codec_1f_handleJ_line526,m03,0,0,5,n/a
codec_9f_colognePhonetic__line293_383,llama3.1:8b,batch04__Codec_9__colognePhonetic__codec_9f_colognePhonetic_line293,m01,1,3,3,False
codec_9f_colognePhonetic__line293_383,llama3.1:8b,batch04__Codec_9__colognePhonetic__codec_9f_colognePhonetic_line293,m02,1,3,3,False
codec_9f_colognePhonetic__line293_383,llama3.1:8b,batch04__Codec_9__colognePhonetic__codec_9f_colognePhonetic_line293,m07,1,1,3,False
codec_9f_read__line76_117,llama3.1:8b,batch04__Codec_9__read__codec_9f_read_line76,m04,1,1,8,False
codec_9f_read__line76_117,llama3.1:8b,batch04__Codec_9__read__codec_9f_read_line76,m06,0,0,8,n/a
codec_9f_read__line76_117,llama3.1:8b,batch04__Codec_9__read__codec_9f_read_line76,m07,0,0,8,n/a
codec_9f_read__line76_117,llama3.1:8b,batch04__Codec_9__read__codec_9f_read_line76,m08,1,4,8,False
collections_17f_put__line254_330,llama3.1:8b,batch04__Collections_17__put__collections_17f_put_line254,m01,1,13,13,False
collections_17f_put__line254_330,llama3.1:8b,batch04__Collections_17__put__collections_17f_put_line254,m02,0,0,13,n/a
collections_17f_put__line254_330,llama3.1:8b,batch04__Collections_17__put__collections_17f_put_line254,m04,0,0,13,n/a
collections_17f_put__line254_330,llama3.1:8b,batch04__Collections_17__put__collections_17f_put_line254,m05,0,0,13,n/a
collections_17f_put__line254_330,llama3.1:8b,batch04__Collections_17__put__collections_17f_put_line254,m06,1,10,13,False
collections_17f_put__line254_330,llama3.1:8b,batch04__Collections_17__put__collections_17f_put_line254,m07,0,0,13,n/a
collections_17f_put__line254_330,llama3.1:8b,batch04__Collections_17__put__collections_17f_put_line254,m08,0,0,13,n/a
collections_17f_size__line1027_1058,llama3.1:8b,batch04__Collections_17__size__collections_17f_size_line1027,m01,1,15,15,False
collections_17f_size__line1027_1058,llama3.1:8b,batch04__Collections_17__size__collections_17f_size_line1027,m02,1,1,15,False
collections_17f_size__line1027_1058,llama3.1:8b,batch04__Collections_17__size__collections_17f_size_line1027,m03,1,1,15,False
collections_17f_size__line1027_1058,llama3.1:8b,batch04__Collections_17__size__collections_17f_size_line1027,m04,1,2,15,False
collections_17f_size__line1027_1058,llama3.1:8b,batch04__Collections_17__size__collections_17f_size_line1027,m05,1,1,15,False
collections_17f_size__line1027_1058,llama3.1:8b,batch04__Collections_17__size__collections_17f_size_line1027,m06,1,1,15,False
collections_17f_size__line1027_1058,llama3.1:8b,batch04__Collections_17__size__collections_17f_size_line1027,m07,1,1,15,False
collections_1f_containsKey__line186_213,llama3.1:8b,batch04__Collections_1__containsKey__collections_1f_containsKey_line186,m01,0,0,12,n/a
collections_1f_containsKey__line186_213,llama3.1:8b,batch04__Collections_1__containsKey__collections_1f_containsKey_line186,m05,0,0,12,n/a
collections_1f_put__line255_331,llama3.1:8b,batch04__Collections_1__put__collections_1f_put_line255,m01,0,0,12,n/a
collections_1f_put__line255_331,llama3.1:8b,batch04__Collections_1__put__collections_1f_put_line255,m02,1,12,12,False
collections_1f_put__line255_331,llama3.1:8b,batch04__Collections_1__put__collections_1f_put_line255,m06,0,0,12,n/a
collections_1f_put__line255_331,llama3.1:8b,batch04__Collections_1__put__collections_1f_put_line255,m07,1,8,12,False
collections_1f_put__line255_331,llama3.1:8b,batch04__Collections_1__put__collections_1f_put_line255,m08,1,8,12,False
collections_1f_swapPosition__line1043_1135,llama3.1:8b,batch04__Collections_1__swapPosition__collections_1f_swapPosition_line1043,m01,0,0,6,n/a
collections_1f_swapPosition__line1043_1135,llama3.1:8b,batch04__Collections_1__swapPosition__collections_1f_swapPosition_line1043,m02,0,0,6,n/a
collections_1f_swapPosition__line1043_1135,llama3.1:8b,batch04__Collections_1__swapPosition__collections_1f_swapPosition_line1043,m03,0,0,6,n/a
collections_1f_swapPosition__line1043_1135,llama3.1:8b,batch04__Collections_1__swapPosition__collections_1f_swapPosition_line1043,m04,0,0,6,n/a
collections_1f_swapPosition__line1043_1135,llama3.1:8b,batch04__Collections_1__swapPosition__collections_1f_swapPosition_line1043,m05,0,0,6,n/a
collections_1f_swapPosition__line1043_1135,llama3.1:8b,batch04__Collections_1__swapPosition__collections_1f_swapPosition_line1043,m06,0,0,6,n/a
collections_1f_swapPosition__line1043_1135,llama3.1:8b,batch04__Collections_1__swapPosition__collections_1f_swapPosition_line1043,m07,0,0,6,n/a
collections_1f_swapPosition__line1043_1135,llama3.1:8b,batch04__Collections_1__swapPosition__collections_1f_swapPosition_line1043,m08,0,0,6,n/a
collections_21f_containsKey__line197_236,llama3.1:8b,batch04__Collections_21__containsKey__collections_21f_containsKey_line197,m01,1,10,12,False
collections_21f_put__line290_366,llama3.1:8b,batch04__Collections_21__put__collections_21f_put_line290,m01,0,0,13,n/a
collections_21f_put__line290_366,llama3.1:8b,batch04__Collections_21__put__collections_21f_put_line290,m02,1,1,13,False
collections_21f_put__line290_366,llama3.1:8b,batch04__Collections_21__put__collections_21f_put_line290,m03,0,0,13,n/a
collections_21f_put__line290_366,llama3.1:8b,batch04__Collections_21__put__collections_21f_put_line290,m05,0,0,13,n/a
collections_21f_put__line290_366,llama3.1:8b,batch04__Collections_21__put__collections_21f_put_line290,m06,0,0,13,n/a
collections_21f_put__line290_366,llama3.1:8b,batch04__Collections_21__put__collections_21f_put_line290,m08,1,13,13,False
collections_22f_size__line1301_1332,llama3.1:8b,batch04__Collections_22__size__collections_22f_size_line1301,m01,1,4,17,False
collections_22f_size__line1301_1332,llama3.1:8b,batch04__Collections_22__size__collections_22f_size_line1301,m06,0,0,17,n/a
collections_22f_size__line1301_1332,llama3.1:8b,batch04__Collections_22__size__collections_22f_size_line1301,m07,1,1,17,False
collections_22f_size__line1301_1332,llama3.1:8b,batch04__Collections_22__size__collections_22f_size_line1301,m08,1,2,17,False
compress_10f_read__line212_291,llama3.1:8b,batch04__Compress_10__read__compress_10f_read_line212,m06,1,3,5,False
compress_10f_read__line212_291,llama3.1:8b,batch04__Compress_10__read__compress_10f_read_line212,m08,1,3,5,False
compress_1f_generateMTFValues__line1542_1638,llama3.1:8b,batch04__Compress_1__generateMTFValues__compress_1f_generateMTFValues_line1542,m01,0,0,1,n/a
compress_1f_generateMTFValues__line1542_1638,llama3.1:8b,batch04__Compress_1__generateMTFValues__compress_1f_generateMTFValues_line1542,m02,0,0,1,n/a
compress_1f_generateMTFValues__line1542_1638,llama3.1:8b,batch04__Compress_1__generateMTFValues__compress_1f_generateMTFValues_line1542,m03,0,0,1,n/a
compress_1f_generateMTFValues__line1542_1638,llama3.1:8b,batch04__Compress_1__generateMTFValues__compress_1f_generateMTFValues_line1542,m04,0,0,1,n/a
compress_1f_generateMTFValues__line1542_1638,llama3.1:8b,batch04__Compress_1__generateMTFValues__compress_1f_generateMTFValues_line1542,m05,0,0,1,n/a
compress_1f_generateMTFValues__line1542_1638,llama3.1:8b,batch04__Compress_1__generateMTFValues__compress_1f_generateMTFValues_line1542,m06,0,0,1,n/a
compress_1f_generateMTFValues__line1542_1638,llama3.1:8b,batch04__Compress_1__generateMTFValues__compress_1f_generateMTFValues_line1542,m08,0,0,1,n/a
compress_29f_createLocalFileHeader__line1009_1073,llama3.1:8b,batch04__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009,m01,1,36,46,False
compress_29f_createLocalFileHeader__line1009_1073,llama3.1:8b,batch04__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009,m02,1,39,46,False
compress_29f_createLocalFileHeader__line1009_1073,llama3.1:8b,batch04__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009,m03,0,0,46,n/a
compress_29f_createLocalFileHeader__line1009_1073,llama3.1:8b,batch04__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009,m04,0,0,46,n/a
compress_29f_createLocalFileHeader__line1009_1073,llama3.1:8b,batch04__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009,m05,0,0,46,n/a
compress_29f_createLocalFileHeader__line1009_1073,llama3.1:8b,batch04__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009,m06,0,0,46,n/a
compress_29f_createLocalFileHeader__line1009_1073,llama3.1:8b,batch04__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009,m07,0,0,46,n/a
compress_29f_createLocalFileHeader__line1009_1073,llama3.1:8b,batch04__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009,m08,0,0,46,n/a
compress_3f_perform__line64_127,llama3.1:8b,batch04__Compress_3__perform__compress_3f_perform_line64,m01,0,0,23,n/a
compress_3f_perform__line64_127,llama3.1:8b,batch04__Compress_3__perform__compress_3f_perform_line64,m02,0,0,23,n/a
compress_3f_perform__line64_127,llama3.1:8b,batch04__Compress_3__perform__compress_3f_perform_line64,m03,1,11,23,False
compress_3f_perform__line64_127,llama3.1:8b,batch04__Compress_3__perform__compress_3f_perform_line64,m04,1,1,23,False
compress_3f_perform__line64_127,llama3.1:8b,batch04__Compress_3__perform__compress_3f_perform_line64,m05,1,2,23,False
compress_3f_perform__line64_127,llama3.1:8b,batch04__Compress_3__perform__compress_3f_perform_line64,m06,0,0,23,n/a
compress_3f_perform__line64_127,llama3.1:8b,batch04__Compress_3__perform__compress_3f_perform_line64,m07,1,20,23,False
compress_43f_detect__line486_564,llama3.1:8b,batch04__Compress_43__detect__compress_43f_detect_line486,m07,1,2,42,False
compress_43f_readFrameDescriptor__line190_233,llama3.1:8b,batch04__Compress_43__readFrameDescriptor__compress_43f_readFrameDescriptor_line190,m01,1,1,33,False
compress_43f_readFrameDescriptor__line190_233,llama3.1:8b,batch04__Compress_43__readFrameDescriptor__compress_43f_readFrameDescriptor_line190,m02,0,0,33,n/a
compress_43f_readFrameDescriptor__line190_233,llama3.1:8b,batch04__Compress_43__readFrameDescriptor__compress_43f_readFrameDescriptor_line190,m03,0,0,33,n/a
compress_43f_readFrameDescriptor__line190_233,llama3.1:8b,batch04__Compress_43__readFrameDescriptor__compress_43f_readFrameDescriptor_line190,m04,0,0,33,n/a
compress_43f_readFrameDescriptor__line190_233,llama3.1:8b,batch04__Compress_43__readFrameDescriptor__compress_43f_readFrameDescriptor_line190,m05,0,0,33,n/a
compress_43f_readFrameDescriptor__line190_233,llama3.1:8b,batch04__Compress_43__readFrameDescriptor__compress_43f_readFrameDescriptor_line190,m06,0,0,33,n/a
