run_name,run_dir,created_at_utc,started_at_utc,completed_at_utc,run_mode,run_status,failure_reason,failure_message,dataset,subject_id,version,target_id,target_id_meta,batch_id,run_group_id,run_index_for_target,runs_per_target,function_name,file_path,start_line,end_line,language,experiment_name,mutant_source,model_name,model_provider,prompt_name,prompt_version,temperature,n_requested_mutants,n_accepted_mutants,n_rejected_mutants,acceptance_rate,rej_duplicate_mutant,rej_unchanged_mutant,rej_non_executable_change,rej_non_executable_structural_change,rej_precode_not_found,rej_ambiguous_precode_match,rej_missing_or_invalid_aftercode,rej_missing_or_invalid_precode,generation_mode,dataset_split,missing_target_tests_policy,target_test_coverage_status,eligible_test_count,target_tests_csv_path,parsed_mutants_integrity,loaded_mutant_count,recovered_mutant_count,missing_mutant_count,notes,requested_mutant_count,indexed_input_row_count,indexed_used_row_count,deduplicated,total_mutants,build_successes,executable_mutants,killed_mutants,survived_mutants,baseline_failures,build_success_rate,executable_yield,mutation_score,parse_failed,parse_error_message,rej_invalid_json_response,indexed_rejected_artifact_count,target_run_count,new_mutants_for_target_in_run,repeated_mutants_from_prior_runs,cumulative_unique_mutants_for_target
batch13__Lang_36__appendInternal__lang_36f_appendInternal_line454,harness/executions/java/llm/16/batch13__Lang_36__appendInternal__lang_36f_appendInternal_line454,2026-07-12T14:18:30.734687+00:00,2026-08-02T20:04:09.988542+00:00,2026-08-02T20:08:15.776297+00:00,overwrite,ok,,,defects4j,Lang_36,f,lang_36f_appendInternal__line454_551,lang_36f_appendInternal__line454,batch13,batch13__lang_36f_appendInternal_line454,1,1,appendInternal,src/java/org/apache/commons/lang3/builder/ToStringStyle.java,454,551,java,batch13__Lang_36__appendInternal__lang_36f_appendInternal_line454,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,14,2,0.875,0,0,0,2,0,0,,,batch_once,,report_and_skip,mapped,111,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,14,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,14,14,14,True,14,13,13,9,4,0,0.9285714285714286,0.9285714285714286,0.6923076923076923,False,,0,2,6,9,5,27
batch13__Lang_36__append__lang_36f_append_line367,harness/executions/java/llm/16/batch13__Lang_36__append__lang_36f_append_line367,2026-07-12T14:28:37.757538+00:00,2026-08-02T21:12:05.935139+00:00,2026-08-02T21:12:12.380739+00:00,overwrite,failure,ValueError,No generated mutants found for execute_only mode in harness/executions/java/llm/16/batch13__Lang_36__append__lang_36f_append_line367/generation,defects4j,Lang_36,f,lang_36f_append__line367_409,lang_36f_append__line367,batch13,batch13__lang_36f_append_line367,1,1,append,src/java/org/apache/commons/lang3/builder/EqualsBuilder.java,367,409,java,batch13__Lang_36__append__lang_36f_append_line367,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,0,16,0,0,0,0,0,0,0,,,batch_once,,report_and_skip,,,,ok,0,0,0,No generated mutants found for execute_only mode in harness/executions/java/llm/16/batch13__Lang_36__append__lang_36f_append_line367/generation,0,,,,,,,,,,,,,True,Failed to parse extracted JSON object: Expecting property name enclosed in double quotes: line 69 column 6 (char 2098),1,0,6,0,0,26
batch13__Lang_37__append__lang_37f_append_line441,harness/executions/java/llm/16/batch13__Lang_37__append__lang_37f_append_line441,2026-07-12T14:25:43.756589+00:00,2026-08-02T21:07:46.727795+00:00,2026-08-02T21:09:43.130893+00:00,overwrite,ok,,,defects4j,Lang_37,f,lang_37f_append__line441_491,lang_37f_append__line441,batch13,batch13__lang_37f_append_line441,1,1,append,src/java/org/apache/commons/lang3/builder/CompareToBuilder.java,441,491,java,batch13__Lang_37__append__lang_37f_append_line441,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,29,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,16,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,16,16,16,True,16,2,2,1,1,0,0.125,0.125,0.5,False,,0,0,6,16,0,45
batch13__Lang_40__random__lang_40f_random_line225,harness/executions/java/llm/16/batch13__Lang_40__random__lang_40f_random_line225,2026-07-12T14:24:04.727626+00:00,2026-08-02T20:55:45.673377+00:00,2026-08-02T21:07:45.918125+00:00,overwrite,ok,,,defects4j,Lang_40,f,lang_40f_random__line225_284,lang_40f_random__line225,batch13,batch13__lang_40f_random_line225,1,1,random,src/java/org/apache/commons/lang/RandomStringUtils.java,225,284,java,batch13__Lang_40__random__lang_40f_random_line225,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,3,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,16,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,16,16,16,True,16,14,14,6,8,0,0.875,0.875,0.42857142857142855,False,,0,0,6,15,1,29
batch13__Lang_5__isNumber__lang_5f_isNumber_line1310,harness/executions/java/llm/16/batch13__Lang_5__isNumber__lang_5f_isNumber_line1310,2026-07-12T14:19:40.509914+00:00,2026-08-02T20:08:16.577660+00:00,2026-08-02T20:21:38.915140+00:00,overwrite,ok,,,defects4j,Lang_5,f,lang_5f_isNumber__line1310_1410,lang_5f_isNumber__line1310,batch13,batch13__lang_5f_isNumber_line1310,1,1,isNumber,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,1310,1410,java,batch13__Lang_5__isNumber__lang_5f_isNumber_line1310,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,13,3,0.8125,0,0,0,3,0,0,,,batch_once,,report_and_skip,mapped,1,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,13,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,13,13,13,True,13,13,13,8,5,0,1.0,1.0,0.6153846153846154,False,,0,3,6,11,2,38
batch13__Lang_60__format__lang_60f_format_line373,harness/executions/java/llm/16/batch13__Lang_60__format__lang_60f_format_line373,2026-07-12T14:29:41.331332+00:00,2026-08-02T21:12:12.720469+00:00,2026-08-02T21:14:20.871049+00:00,overwrite,ok,,,defects4j,Lang_60,f,lang_60f_format__line373_426,lang_60f_format__line373,batch13,batch13__lang_60f_format_line373,1,1,format,src/java/org/apache/commons/lang/time/DurationFormatUtils.java,373,426,java,batch13__Lang_60__format__lang_60f_format_line373,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,5,11,0.3125,0,0,0,11,0,0,,,batch_once,,report_and_skip,mapped,11,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,5,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,5,5,5,True,5,5,5,4,1,0,1.0,1.0,0.8,False,,0,11,6,4,1,17
batch13__Lang_64__append__lang_64f_append_line403,harness/executions/java/llm/16/batch13__Lang_64__append__lang_64f_append_line403,2026-07-12T14:26:46.046972+00:00,2026-08-02T21:09:43.891999+00:00,2026-08-02T21:12:05.031478+00:00,overwrite,ok,,,defects4j,Lang_64,f,lang_64f_append__line403_452,lang_64f_append__line403,batch13,batch13__lang_64f_append_line403,1,1,append,src/java/org/apache/commons/lang/builder/CompareToBuilder.java,403,452,java,batch13__Lang_64__append__lang_64f_append_line403,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,12,4,0.75,0,0,0,4,0,0,,,batch_once,,report_and_skip,mapped,29,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,12,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,12,12,12,True,12,5,5,3,2,0,0.4166666666666667,0.4166666666666667,0.6,False,,0,4,6,10,2,31
batch13__Math_15__insertEdges__math_15f_insertEdges_line232,harness/executions/java/llm/16/batch13__Math_15__insertEdges__math_15f_insertEdges_line232,2026-07-12T14:34:55.027994+00:00,2026-08-02T21:40:27.157880+00:00,2026-08-02T21:53:36.226590+00:00,overwrite,ok,,,defects4j,Math_15,f,math_15f_insertEdges__line232_320,math_15f_insertEdges__line232,batch13,batch13__math_15f_insertEdges_line232,1,1,insertEdges,src/main/java/org/apache/commons/math3/geometry/euclidean/twod/PolygonsSet.java,232,320,java,batch13__Math_15__insertEdges__math_15f_insertEdges_line232,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,3,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,16,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,16,16,16,True,16,10,10,10,0,0,0.625,0.625,1.0,False,,0,0,6,14,2,45
batch13__Math_1__parse__math_1f_parse_line302,harness/executions/java/llm/16/batch13__Math_1__parse__math_1f_parse_line302,2026-07-12T14:47:11.633522+00:00,2026-08-02T23:36:35.104907+00:00,2026-08-02T23:36:42.319786+00:00,overwrite,no_coverage,no_mapped_target_tests,No mapped target tests found in harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv for target math_1f_parse__line302_394,defects4j,Math_1,f,math_1f_parse__line302_394,math_1f_parse__line302,batch13,batch13__math_1f_parse_line302,1,1,parse,src/main/java/org/apache/commons/math3/linear/RealMatrixFormat.java,302,394,java,batch13__Math_1__parse__math_1f_parse_line302,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,10,6,0.625,0,0,6,0,0,0,,,batch_once,,report_and_skip,no_coverage,0,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,10,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,10,,,,,,,,,,,,,False,,0,6,6,0,0,0
batch13__Math_23__copy__math_23f_copy_line668,harness/executions/java/llm/16/batch13__Math_23__copy__math_23f_copy_line668,2026-07-12T14:44:43.531239+00:00,2026-08-02T23:08:08.104377+00:00,2026-08-02T23:23:46.572179+00:00,overwrite,ok,,,defects4j,Math_23,f,math_23f_copy__line668_739,math_23f_copy__line668,batch13,batch13__math_23f_copy_line668,1,1,copy,src/main/java/org/apache/commons/math3/stat/descriptive/SummaryStatistics.java,668,739,java,batch13__Math_23__copy__math_23f_copy_line668,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,3,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,16,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,16,16,16,True,16,13,13,7,6,0,0.8125,0.8125,0.5384615384615384,False,,0,0,6,15,1,44
batch13__Math_36__compareTo__math_36f_compareTo_line247,harness/executions/java/llm/16/batch13__Math_36__compareTo__math_36f_compareTo_line247,2026-07-12T14:45:35.185656+00:00,2026-08-02T23:23:47.200997+00:00,2026-08-02T23:36:34.472871+00:00,overwrite,ok,,,defects4j,Math_36,f,math_36f_compareTo__line247_287,math_36f_compareTo__line247,batch13,batch13__math_36f_compareTo_line247,1,1,compareTo,src/main/java/org/apache/commons/math/geometry/partitioning/utilities/OrderedTuple.java,247,287,java,batch13__Math_36__compareTo__math_36f_compareTo_line247,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,13,3,0.8125,0,0,0,3,0,0,,,batch_once,,report_and_skip,mapped,18,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,13,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,13,13,13,True,13,13,13,3,10,0,1.0,1.0,0.23076923076923078,False,,0,3,6,7,6,33
batch13__Math_36__recurseSides__math_36f_recurseSides_line436,harness/executions/java/llm/16/batch13__Math_36__recurseSides__math_36f_recurseSides_line436,2026-07-12T14:33:32.472780+00:00,2026-08-02T21:28:05.951644+00:00,2026-08-02T21:40:26.397258+00:00,overwrite,ok,,,defects4j,Math_36,f,math_36f_recurseSides__line436_510,math_36f_recurseSides__line436,batch13,batch13__math_36f_recurseSides_line436,1,1,recurseSides,src/main/java/org/apache/commons/math/geometry/partitioning/AbstractRegion.java,436,510,java,batch13__Math_36__recurseSides__math_36f_recurseSides_line436,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,13,3,0.8125,0,0,3,0,0,0,,,batch_once,,report_and_skip,mapped,22,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,13,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,13,13,13,True,13,13,13,11,2,0,1.0,1.0,0.8461538461538461,False,,0,3,6,8,5,36
batch13__Math_43__regress__math_43f_regress_line759,harness/executions/java/llm/16/batch13__Math_43__regress__math_43f_regress_line759,2026-07-12T14:43:47.416220+00:00,2026-08-02T22:58:23.095158+00:00,2026-08-02T23:08:07.210482+00:00,overwrite,ok,,,defects4j,Math_43,f,math_43f_regress__line759_823,math_43f_regress__line759,batch13,batch13__math_43f_regress_line759,1,1,regress,src/main/java/org/apache/commons/math/stat/regression/SimpleRegression.java,759,823,java,batch13__Math_43__regress__math_43f_regress_line759,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,1,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,16,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,16,16,16,True,16,15,15,9,6,0,0.9375,0.9375,0.6,False,,0,0,6,16,0,37
batch13__Math_45__scalb__math_45f_scalb_line3036,harness/executions/java/llm/16/batch13__Math_45__scalb__math_45f_scalb_line3036,2026-07-12T14:36:03.139314+00:00,2026-08-02T21:53:37.172644+00:00,2026-08-02T22:09:42.298107+00:00,overwrite,ok,,,defects4j,Math_45,f,math_45f_scalb__line3036_3112,math_45f_scalb__line3036,batch13,batch13__math_45f_scalb_line3036,1,1,scalb,src/main/java/org/apache/commons/math/util/FastMath.java,3036,3112,java,batch13__Math_45__scalb__math_45f_scalb_line3036,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,15,1,0.9375,0,0,0,1,0,0,,,batch_once,,report_and_skip,mapped,42,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,15,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,15,15,15,True,15,15,15,8,7,0,1.0,1.0,0.5333333333333333,False,,0,1,6,14,1,39
batch13__Math_55__round__math_55f_round_line1330,harness/executions/java/llm/16/batch13__Math_55__round__math_55f_round_line1330,2026-07-12T14:39:34.928107+00:00,2026-08-02T22:26:02.231909+00:00,2026-08-02T22:46:45.815756+00:00,overwrite,ok,,,defects4j,Math_55,f,math_55f_round__line1330_1403,math_55f_round__line1330,batch13,batch13__math_55f_round_line1330,1,1,round,src/main/java/org/apache/commons/math/dfp/Dfp.java,1330,1403,java,batch13__Math_55__round__math_55f_round_line1330,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,15,1,0.9375,0,0,1,0,0,0,,,batch_once,,report_and_skip,mapped,62,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,15,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,15,15,15,True,15,15,15,15,0,0,1.0,1.0,1.0,False,,0,1,6,14,1,44
batch13__Math_79__evaluateStep__math_79f_evaluateStep_line166,harness/executions/java/llm/16/batch13__Math_79__evaluateStep__math_79f_evaluateStep_line166,2026-07-12T14:38:45.887428+00:00,2026-08-02T22:13:23.028891+00:00,2026-08-02T22:26:01.094941+00:00,overwrite,ok,,,defects4j,Math_79,f,math_79f_evaluateStep__line166_260,math_79f_evaluateStep__line166,batch13,batch13__math_79f_evaluateStep_line166,1,1,evaluateStep,src/main/java/org/apache/commons/math/ode/events/EventState.java,166,260,java,batch13__Math_79__evaluateStep__math_79f_evaluateStep_line166,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,14,2,0.875,0,0,0,2,0,0,,,batch_once,,report_and_skip,mapped,87,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,14,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,14,14,14,True,14,14,14,3,11,0,1.0,1.0,0.21428571428571427,False,,0,2,6,12,2,41
batch13__Math_82__roundUnscaled__math_82f_roundUnscaled_line1074,harness/executions/java/llm/16/batch13__Math_82__roundUnscaled__math_82f_roundUnscaled_line1074,2026-07-12T14:41:15.758548+00:00,2026-08-02T22:46:46.674165+00:00,2026-08-02T22:50:29.289715+00:00,overwrite,ok,,,defects4j,Math_82,f,math_82f_roundUnscaled__line1074_1154,math_82f_roundUnscaled__line1074,batch13,batch13__math_82f_roundUnscaled_line1074,1,1,roundUnscaled,src/main/java/org/apache/commons/math/util/MathUtils.java,1074,1154,java,batch13__Math_82__roundUnscaled__math_82f_roundUnscaled_line1074,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,13,3,0.8125,0,0,0,3,0,0,,,batch_once,,report_and_skip,mapped,1,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,13,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,13,13,13,True,13,13,13,7,6,0,1.0,1.0,0.5384615384615384,False,,0,3,6,9,4,35
batch13__Math_85__dqd__math_85f_dqd_line1318,harness/executions/java/llm/16/batch13__Math_85__dqd__math_85f_dqd_line1318,2026-07-12T14:42:33.121176+00:00,2026-08-02T22:50:30.366797+00:00,2026-08-02T22:58:22.394427+00:00,overwrite,ok,,,defects4j,Math_85,f,math_85f_dqd__line1318_1411,math_85f_dqd__line1318,batch13,batch13__math_85f_dqd_line1318,1,1,dqd,src/java/org/apache/commons/math/linear/EigenDecompositionImpl.java,1318,1411,java,batch13__Math_85__dqd__math_85f_dqd_line1318,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,15,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,16,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,16,16,16,True,16,16,16,9,7,0,1.0,1.0,0.5625,False,,0,0,6,14,2,42
batch13__Math_92__localMin__math_92f_localMin_line103,harness/executions/java/llm/16/batch13__Math_92__localMin__math_92f_localMin_line103,2026-07-12T14:37:31.869915+00:00,2026-08-02T22:09:42.974662+00:00,2026-08-02T22:13:22.324319+00:00,overwrite,ok,,,defects4j,Math_92,f,math_92f_localMin__line103_201,math_92f_localMin__line103,batch13,batch13__math_92f_localMin_line103,1,1,localMin,src/java/org/apache/commons/math/analysis/minimization/BrentMinimizer.java,103,201,java,batch13__Math_92__localMin__math_92f_localMin_line103,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,3,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,16,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,16,16,16,True,16,16,16,4,12,0,1.0,1.0,0.25,False,,0,0,6,14,2,38
batch13__Mockito_1__appendConstant__mockito_1f_appendConstant_line136,harness/executions/java/llm/16/batch13__Mockito_1__appendConstant__mockito_1f_appendConstant_line136,2026-07-12T14:51:00.577874+00:00,2026-08-02T23:39:02.112406+00:00,2026-08-02T23:41:09.796293+00:00,overwrite,ok,,,defects4j,Mockito_1,f,mockito_1f_appendConstant__line136_221,mockito_1f_appendConstant__line136,batch13,batch13__mockito_1f_appendConstant_line136,1,1,appendConstant,cglib-and-asm/src/org/mockito/asm/util/ASMifierAbstractVisitor.java,136,221,java,batch13__Mockito_1__appendConstant__mockito_1f_appendConstant_line136,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,15,1,0.9375,0,0,0,1,0,0,,,batch_once,,report_and_skip,mapped,1,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,15,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,15,15,15,True,15,0,0,0,0,15,0.0,0.0,,False,,0,1,6,15,0,15
batch13__Mockito_1__append__mockito_1f_append_line332,harness/executions/java/llm/16/batch13__Mockito_1__append__mockito_1f_append_line332,2026-07-12T15:02:03.826053+00:00,2026-08-03T00:23:25.201552+00:00,2026-08-03T00:25:36.313976+00:00,overwrite,failure,OSError,[Errno 39] Directory not empty: '4.9',defects4j,Mockito_1,f,mockito_1f_append__line332_378,mockito_1f_append__line332,batch13,batch13__mockito_1f_append_line332,1,1,append,src/org/mockito/internal/matchers/apachecommons/EqualsBuilder.java,332,378,java,batch13__Mockito_1__append__mockito_1f_append_line332,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,11,5,0.6875,0,0,0,5,0,0,,,batch_once,,report_and_skip,,,,ok,11,0,0,[Errno 39] Directory not empty: '4.9',0,,,,,,,,,,,,,False,,0,5,6,0,0,26
batch13__Mockito_1__binaryOperation__mockito_1f_binaryOperation_line224,harness/executions/java/llm/16/batch13__Mockito_1__binaryOperation__mockito_1f_binaryOperation_line224,2026-07-12T14:48:23.755465+00:00,2026-08-02T23:36:49.227861+00:00,2026-08-02T23:39:00.191844+00:00,overwrite,failure,OSError,[Errno 39] Directory not empty: 'tmp/base_batch13__Mockito_1__binaryOperation__mockito_1f_binaryOperation_line224',defects4j,Mockito_1,f,mockito_1f_binaryOperation__line224_294,mockito_1f_binaryOperation__line224,batch13,batch13__mockito_1f_binaryOperation_line224,1,1,binaryOperation,cglib-and-asm/src/org/mockito/asm/tree/analysis/BasicInterpreter.java,224,294,java,batch13__Mockito_1__binaryOperation__mockito_1f_binaryOperation_line224,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,,,,ok,16,0,0,[Errno 39] Directory not empty: 'tmp/base_batch13__Mockito_1__binaryOperation__mockito_1f_binaryOperation_line224',0,,,,,,,,,,,,,False,,0,0,6,0,0,29
batch13__Mockito_1__cast_numeric__mockito_1f_cast_numeric_line252,harness/executions/java/llm/16/batch13__Mockito_1__cast_numeric__mockito_1f_cast_numeric_line252,2026-07-12T14:57:47.809357+00:00,2026-08-03T00:09:02.884247+00:00,2026-08-03T00:11:16.302134+00:00,overwrite,failure,OSError,[Errno 39] Directory not empty: 'tmp/base_batch13__Mockito_1__cast_numeric__mockito_1f_cast_numeric_line252',defects4j,Mockito_1,f,mockito_1f_cast_numeric__line252_297,mockito_1f_cast_numeric__line252,batch13,batch13__mockito_1f_cast_numeric_line252,1,1,cast_numeric,cglib-and-asm/src/org/mockito/cglib/core/CodeEmitter.java,252,297,java,batch13__Mockito_1__cast_numeric__mockito_1f_cast_numeric_line252,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,,,,ok,16,0,0,[Errno 39] Directory not empty: 'tmp/base_batch13__Mockito_1__cast_numeric__mockito_1f_cast_numeric_line252',0,,,,,,,,,,,,,False,,0,0,6,0,0,23
batch13__Mockito_1__merge__mockito_1f_merge_line1340,harness/executions/java/llm/16/batch13__Mockito_1__merge__mockito_1f_merge_line1340,2026-07-12T14:54:35.474722+00:00,2026-08-02T23:43:18.619052+00:00,2026-08-02T23:45:25.877380+00:00,overwrite,ok,,,defects4j,Mockito_1,f,mockito_1f_merge__line1340_1401,mockito_1f_merge__line1340,batch13,batch13__mockito_1f_merge_line1340,1,1,merge,cglib-and-asm/src/org/mockito/asm/Frame.java,1340,1401,java,batch13__Mockito_1__merge__mockito_1f_merge_line1340,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,14,2,0.875,0,1,0,1,0,0,,,batch_once,,report_and_skip,mapped,1,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,14,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,14,14,14,True,14,0,0,0,0,14,0.0,0.0,,False,,0,2,6,13,1,39
batch13__Mockito_1__newOperation__mockito_1f_newOperation_line79,harness/executions/java/llm/16/batch13__Mockito_1__newOperation__mockito_1f_newOperation_line79,2026-07-12T14:55:34.585543+00:00,2026-08-02T23:45:26.643923+00:00,2026-08-02T23:47:37.578600+00:00,overwrite,failure,OSError,[Errno 39] Directory not empty: 'tmp/base_batch13__Mockito_1__newOperation__mockito_1f_newOperation_line79',defects4j,Mockito_1,f,mockito_1f_newOperation__line79_128,mockito_1f_newOperation__line79,batch13,batch13__mockito_1f_newOperation_line79,1,1,newOperation,cglib-and-asm/src/org/mockito/asm/tree/analysis/BasicInterpreter.java,79,128,java,batch13__Mockito_1__newOperation__mockito_1f_newOperation_line79,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,13,3,0.8125,0,0,0,3,0,0,,,batch_once,,report_and_skip,,,,ok,13,0,0,[Errno 39] Directory not empty: 'tmp/base_batch13__Mockito_1__newOperation__mockito_1f_newOperation_line79',0,,,,,,,,,,,,,False,,0,3,6,0,0,11
batch13__Mockito_1__parseType__mockito_1f_parseType_line140,harness/executions/java/llm/16/batch13__Mockito_1__parseType__mockito_1f_parseType_line140,2026-07-12T14:59:55.081778+00:00,2026-08-03T00:13:24.913167+00:00,2026-08-03T00:15:37.012156+00:00,overwrite,failure,FileNotFoundError,[Errno 2] No such file or directory: 'tmpDepend.txt',defects4j,Mockito_1,f,mockito_1f_parseType__line140_228,mockito_1f_parseType__line140,batch13,batch13__mockito_1f_parseType_line140,1,1,parseType,cglib-and-asm/src/org/mockito/asm/signature/SignatureReader.java,140,228,java,batch13__Mockito_1__parseType__mockito_1f_parseType_line140,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,10,6,0.625,0,0,1,1,0,0,,,batch_once,,report_and_skip,,,,ok,10,0,0,[Errno 2] No such file or directory: 'tmpDepend.txt',0,,,,,,,,,,,,,False,,0,6,6,0,0,14
batch13__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,harness/executions/java/llm/16/batch13__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,2026-07-12T14:49:22.566312+00:00,2026-08-02T23:39:00.397909+00:00,2026-08-02T23:39:01.745084+00:00,overwrite,failure,ValueError,No generated mutants found for execute_only mode in harness/executions/java/llm/16/batch13__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136/generation,defects4j,Mockito_1,f,mockito_1f_unaryOperation__line136_222,mockito_1f_unaryOperation__line136,batch13,batch13__mockito_1f_unaryOperation_line136,1,1,unaryOperation,cglib-and-asm/src/org/mockito/asm/tree/analysis/BasicInterpreter.java,136,222,java,batch13__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,llm,qwen3:14b,ollama,line_edit_prompt_v1,v1,0.8,16,0,16,0,0,0,0,0,0,0,,,batch_once,,report_and_skip,,,,ok,0,0,0,No generated mutants found for execute_only mode in harness/executions/java/llm/16/batch13__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136/generation,0,,,,,,,,,,,,,True,Failed to parse extracted JSON object: Invalid control character at: line 56 column 86 (char 1670),1,0,6,0,0,24
